These results were downloaded and refreshed on October   20, 2015 at 12:18 p.m. ET. / Ces résultats ont été téléchargés et rafraichis le 20 octobre 2015 à 12h18 HE.													
Electoral district number - Numéro de la circonscription	Electoral district name	Nom de la circonscription	Type of results*	Type de résultats**	Surname - Nom de famille	Middle name(s) - Autre(s) prénom(s)	Given name - Prénom	Political affiliation	Appartenance politique	Votes obtained - Votes obtenus	% Votes obtained - Votes obtenus %	Rejected ballots - Bulletins rejetés***	Total number of ballots cast - Nombre total de votes déposés
35064	Nepean	Nepean	preliminary	préliminaires	Devine		Sean	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5294	8.2	0	64878
35064	Nepean	Nepean	preliminary	préliminaires	Mamba		Hubert	Independent	Indépendant	69	.1	0	64878
35064	Nepean	Nepean	preliminary	préliminaires	Seed		Tony	Marxist-Leninist	Marxiste-Léniniste	41	.1	0	64878
35064	Nepean	Nepean	preliminary	préliminaires	Splett		Harry	Independent	Indépendant	66	.1	0	64878
35064	Nepean	Nepean	preliminary	préliminaires	Wang		Andy	Conservative	Conservateur	23457	36.2	0	64878
35065	Newmarket--Aurora	Newmarket--Aurora	preliminary	préliminaires	Baxter		Dorian	PC Party	Parti PC	762	1.3	0	56471
35065	Newmarket--Aurora	Newmarket--Aurora	preliminary	préliminaires	Brown		Lois	Conservative	Conservateur	24059	42.6	0	56471
35065	Newmarket--Aurora	Newmarket--Aurora	preliminary	préliminaires	Kelly		Yvonne	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4806	8.5	0	56471
35065	Newmarket--Aurora	Newmarket--Aurora	preliminary	préliminaires	Long		Vanessa	Green Party	Parti Vert	1331	2.4	0	56471
35065	Newmarket--Aurora	Newmarket--Aurora	preliminary	préliminaires	Peterson		Kyle	Liberal	Libéral	25513	45.2	0	56471
35066	Niagara Centre	Niagara-Centre	preliminary	préliminaires	Allen		Malcolm	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	17103	31.4	0	54400
35066	Niagara Centre	Niagara-Centre	preliminary	préliminaires	Badawey		Vance	Liberal	Libéral	19432	35.7	0	54400
35066	Niagara Centre	Niagara-Centre	preliminary	préliminaires	Clow		David	Green Party	Parti Vert	1314	2.4	0	54400
35066	Niagara Centre	Niagara-Centre	preliminary	préliminaires	Di Bartolomeo		Jody	Animal Alliance/Environment Voters	Animal Alliance/Environment Voters	297	.5	0	54400
35066	Niagara Centre	Niagara-Centre	preliminary	préliminaires	Villella		Leanna	Conservative	Conservateur	16157	29.7	0	54400
35066	Niagara Centre	Niagara-Centre	preliminary	préliminaires	Walker		Ron J.	Marxist-Leninist	Marxiste-Léniniste	97	.2	0	54400
35067	Niagara Falls	Niagara Falls	preliminary	préliminaires	Ioannoni		Carolynn	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	13521	20.9	0	64703
35067	Niagara Falls	Niagara Falls	preliminary	préliminaires	Nicholson		Rob	Conservative	Conservateur	27235	42.1	0	64703
35067	Niagara Falls	Niagara Falls	preliminary	préliminaires	Planche		Ron	Liberal	Libéral	22318	34.5	0	64703
35067	Niagara Falls	Niagara Falls	preliminary	préliminaires	Soos		Steven	Green Party	Parti Vert	1629	2.5	0	64703
35068	Niagara West	Niagara-Ouest	preliminary	préliminaires	Allison		Dean	Conservative	Conservateur	24732	48.7	0	50761
35068	Niagara West	Niagara-Ouest	preliminary	préliminaires	Frere		Sid	Green Party	Parti Vert	1512	3	0	50761
35068	Niagara West	Niagara-Ouest	preliminary	préliminaires	Jonker		Harold	Christian Heritage Party	Parti de l'Héritage Chrétien	1234	2.4	0	50761
35068	Niagara West	Niagara-Ouest	preliminary	préliminaires	Rahman		Nameer	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5805	11.4	0	50761
35068	Niagara West	Niagara-Ouest	preliminary	préliminaires	Rose		Phil	Liberal	Libéral	16681	32.9	0	50761
35068	Niagara West	Niagara-Ouest	preliminary	préliminaires	de Roo		Allan	Libertarian	Libertarien	797	1.6	0	50761
35069	Nickel Belt	Nickel Belt	preliminary	préliminaires	Gravelle		Claude	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	18382	37.6	0	48939
35069	Nickel Belt	Nickel Belt	preliminary	préliminaires	Laamanen		Aino	Conservative	Conservateur	8221	16.8	0	48939
35069	Nickel Belt	Nickel Belt	preliminary	préliminaires	McCall		Stuart	Green Party	Parti Vert	1217	2.5	0	48939
35069	Nickel Belt	Nickel Belt	preliminary	préliminaires	Serré		Marc G.	Liberal	Libéral	21021	43	0	48939
35069	Nickel Belt	Nickel Belt	preliminary	préliminaires	Starbuck		Dave	Marxist-Leninist	Marxiste-Léniniste	98	.2	0	48939
35070	Nipissing--Timiskaming	Nipissing--Timiskaming	preliminary	préliminaires	Aspin		Jay	Conservative	Conservateur	14320	29.3	0	48870
35070	Nipissing--Timiskaming	Nipissing--Timiskaming	preliminary	préliminaires	Jodouin		Kathleen	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7992	16.4	0	48870
35070	Nipissing--Timiskaming	Nipissing--Timiskaming	preliminary	préliminaires	Peltier		Nicole	Green Party	Parti Vert	1277	2.6	0	48870
35070	Nipissing--Timiskaming	Nipissing--Timiskaming	preliminary	préliminaires	Rota		Anthony	Liberal	Libéral	25281	51.7	0	48870
35071	Northumberland--Peterborough South	Northumberland--Peterborough-Sud	preliminary	préliminaires	Christianson		Russ	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9412	14.8	0	63625
35071	Northumberland--Peterborough South	Northumberland--Peterborough-Sud	preliminary	préliminaires	Moulton		Adam	Conservative	Conservateur	25165	39.6	0	63625
35071	Northumberland--Peterborough South	Northumberland--Peterborough-Sud	preliminary	préliminaires	Rudd		Kim	Liberal	Libéral	27058	42.5	0	63625
35071	Northumberland--Peterborough South	Northumberland--Peterborough-Sud	preliminary	préliminaires	Sinnott		Patricia	Green Party	Parti Vert	1990	3.1	0	63625
35072	Oakville	Oakville	preliminary	préliminaires	Doel		David	Green Party	Parti Vert	1420	2.2	0	64704
35072	Oakville	Oakville	preliminary	préliminaires	Marville		Che	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3830	5.9	0	64704
35072	Oakville	Oakville	preliminary	préliminaires	Oliver		John	Liberal	Libéral	31967	49.4	0	64704
35072	Oakville	Oakville	preliminary	préliminaires	Young		Terence	Conservative	Conservateur	27487	42.5	0	64704
35073	Oakville North--Burlington	Oakville-Nord--Burlington	preliminary	préliminaires	Best		Janice	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4385	7.4	0	59331
35073	Oakville North--Burlington	Oakville-Nord--Burlington	preliminary	préliminaires	Clement		David	Libertarian	Libertarien	652	1.1	0	59331
35073	Oakville North--Burlington	Oakville-Nord--Burlington	preliminary	préliminaires	Damoff		Pam	Liberal	Libéral	27852	46.9	0	59331
35073	Oakville North--Burlington	Oakville-Nord--Burlington	preliminary	préliminaires	Shahbaz		Adnan	Green Party	Parti Vert	956	1.6	0	59331
35073	Oakville North--Burlington	Oakville-Nord--Burlington	preliminary	préliminaires	Triantafilopoulos		Effie	Conservative	Conservateur	25486	43	0	59331
35074	Oshawa	Oshawa	preliminary	préliminaires	Carrie		Colin	Conservative	Conservateur	23179	38.2	0	60732
35074	Oshawa	Oshawa	preliminary	préliminaires	Dempsey		Michael	Green Party	Parti Vert	1521	2.5	0	60732
35074	Oshawa	Oshawa	preliminary	préliminaires	Fowler		Mary	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	19356	31.9	0	60732
35074	Oshawa	Oshawa	preliminary	préliminaires	Gershuny		David	Marxist-Leninist	Marxiste-Léniniste	75	.1	0	60732
35074	Oshawa	Oshawa	preliminary	préliminaires	Marimpietri		Tito-Dante	Liberal	Libéral	16601	27.3	0	60732
35075	Ottawa Centre	Ottawa-Centre	preliminary	préliminaires	Akpata		John Andrew Omowole	Radical Marijuana	Radical Marijuana	160	.2	0	75332
35075	Ottawa Centre	Ottawa-Centre	preliminary	préliminaires	Dewar		Paul	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	28988	38.5	0	75332
35075	Ottawa Centre	Ottawa-Centre	preliminary	préliminaires	Harris		Dean T.	Libertarian	Libertarien	589	.8	0	75332
35075	Ottawa Centre	Ottawa-Centre	preliminary	préliminaires	Konstantinakos		Damian	Conservative	Conservateur	10943	14.5	0	75332
35075	Ottawa Centre	Ottawa-Centre	preliminary	préliminaires	Lukawski		Conrad	Rhinoceros	Rhinocéros	170	.2	0	75332
35075	Ottawa Centre	Ottawa-Centre	preliminary	préliminaires	McKenna		Catherine Mary	Liberal	Libéral	32111	42.6	0	75332
35075	Ottawa Centre	Ottawa-Centre	preliminary	préliminaires	Milroy		Tom	Green Party	Parti Vert	2247	3	0	75332
35075	Ottawa Centre	Ottawa-Centre	preliminary	préliminaires	Ryan		Stuart	Communist	Communiste	124	.2	0	75332
35076	Orléans	Orléans	preliminary	préliminaires	Galipeau		Royal	Conservative	Conservateur	23644	30.4	0	77811
35076	Orléans	Orléans	preliminary	préliminaires	Leslie		Andrew	Liberal	Libéral	46542	59.8	0	77811
35076	Orléans	Orléans	preliminary	préliminaires	Morin		Raphaël	Green Party	Parti Vert	1410	1.8	0	77811
35076	Orléans	Orléans	preliminary	préliminaires	Tremblay		Nancy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6215	8	0	77811
35077	Ottawa South	Ottawa-Sud	preliminary	préliminaires	Balkissoon		Dev	Conservative	Conservateur	15589	24.2	0	64297
35077	Ottawa South	Ottawa-Sud	preliminary	préliminaires	Brown		George	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7465	11.6	0	64297
35077	Ottawa South	Ottawa-Sud	preliminary	préliminaires	Gullon		Al	PC Party	Parti PC	361	.6	0	64297
35077	Ottawa South	Ottawa-Sud	preliminary	préliminaires	McGuinty		David	Liberal	Libéral	38633	60.1	0	64297
35077	Ottawa South	Ottawa-Sud	preliminary	préliminaires	Redins		John	Green Party	Parti Vert	1876	2.9	0	64297
35077	Ottawa South	Ottawa-Sud	preliminary	préliminaires	Wasslen		Larry	Communist	Communiste	137	.2	0	64297
35077	Ottawa South	Ottawa-Sud	preliminary	préliminaires	Wilson		Damien	Libertarian	Libertarien	236	.4	0	64297
35078	Ottawa--Vanier	Ottawa--Vanier	preliminary	préliminaires	Bélanger		Mauril	Liberal	Libéral	36150	57.2	0	63159
35078	Ottawa--Vanier	Ottawa--Vanier	preliminary	préliminaires	Corcoran		Coreen	Libertarian	Libertarien	511	.8	0	63159
35078	Ottawa--Vanier	Ottawa--Vanier	preliminary	préliminaires	Dookeran		Nira	Green Party	Parti Vert	1944	3.1	0	63159
35078	Ottawa--Vanier	Ottawa--Vanier	preliminary	préliminaires	Legeais		Christian	Marxist-Leninist	Marxiste-Léniniste	183	.3	0	63159
35078	Ottawa--Vanier	Ottawa--Vanier	preliminary	préliminaires	Piccini		David	Conservative	Conservateur	12072	19.1	0	63159
35078	Ottawa--Vanier	Ottawa--Vanier	preliminary	préliminaires	Taman		Emilie	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	12299	19.5	0	63159
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	preliminary	préliminaires	Abdi		Abdul	Conservative	Conservateur	18886	30	0	62917
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	preliminary	préliminaires	Brooks		Mark	Green Party	Parti Vert	1772	2.8	0	62917
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	preliminary	préliminaires	Heaton		Sam	Marxist-Leninist	Marxiste-Léniniste	116	.2	0	62917
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	preliminary	préliminaires	Rivier		Marlene	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6193	9.8	0	62917
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	preliminary	préliminaires	Taylor		Rod	Christian Heritage Party	Parti de l'Héritage Chrétien	738	1.2	0	62917
35079	Ottawa West--Nepean	Ottawa-Ouest--Nepean	preliminary	préliminaires	Vandenbeld		Anita	Liberal	Libéral	35212	56	0	62917
35080	Oxford	Oxford	preliminary	préliminaires	Aldred		Melody Ann	Christian Heritage Party	Parti de l'Héritage Chrétien	1175	2.1	0	56834
35080	Oxford	Oxford	preliminary	préliminaires	Farlow		Mike	Green Party	Parti Vert	2001	3.5	0	56834
35080	Oxford	Oxford	preliminary	préliminaires	Kunschner		Zoe	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9396	16.5	0	56834
35080	Oxford	Oxford	preliminary	préliminaires	MacKenzie		Dave	Conservative	Conservateur	25938	45.6	0	56834
35080	Oxford	Oxford	preliminary	préliminaires	McKay		Don	Liberal	Libéral	18324	32.2	0	56834
35081	Parkdale--High Park	Parkdale--High Park	preliminary	préliminaires	Allen		Ian	Conservative	Conservateur	7655	13.1	0	58655
35081	Parkdale--High Park	Parkdale--High Park	preliminary	préliminaires	Gershuny		Lorne	Marxist-Leninist	Marxiste-Léniniste	99	.2	0	58655
35081	Parkdale--High Park	Parkdale--High Park	preliminary	préliminaires	Jeftovic		Mark	Libertarian	Libertarien	619	1.1	0	58655
35081	Parkdale--High Park	Parkdale--High Park	preliminary	préliminaires	Nash		Peggy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	23555	40.2	0	58655
35081	Parkdale--High Park	Parkdale--High Park	preliminary	préliminaires	Parker		Terry	Radical Marijuana	Radical Marijuana	189	.3	0	58655
35081	Parkdale--High Park	Parkdale--High Park	preliminary	préliminaires	Phipps		Adam	Green Party	Parti Vert	1767	3	0	58655
35081	Parkdale--High Park	Parkdale--High Park	preliminary	préliminaires	Royer		Carol	Independent	Indépendant	93	.2	0	58655
35081	Parkdale--High Park	Parkdale--High Park	preliminary	préliminaires	Virani		Arif	Liberal	Libéral	24678	42.1	0	58655
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	preliminary	préliminaires	Bell		Duncan	Pirate	Pirate	122	.2	0	51277
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	preliminary	préliminaires	Clement		Tony	Conservative	Conservateur	22204	43.3	0	51277
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	preliminary	préliminaires	Cowie		Trisha	Liberal	Libéral	19936	38.9	0	51277
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	preliminary	préliminaires	Hodgson		Glen	Green Party	Parti Vert	3684	7.2	0	51277
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	preliminary	préliminaires	McCarthy		Matt	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5203	10.1	0	51277
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	preliminary	préliminaires	Merton		Gordie	CAP	PAC	88	.2	0	51277
35082	Parry Sound--Muskoka	Parry Sound--Muskoka	preliminary	préliminaires	Smith		Albert Gray	Marxist-Leninist	Marxiste-Léniniste	40	.1	0	51277
35083	Perth--Wellington	Perth--Wellington	preliminary	préliminaires	DeVries		Irma	Christian Heritage Party	Parti de l'Héritage Chrétien	794	1.5	0	51789
35083	Perth--Wellington	Perth--Wellington	preliminary	préliminaires	Fuhr		Roger	No Affiliation	Aucune appartenance	217	.4	0	51789
35083	Perth--Wellington	Perth--Wellington	preliminary	préliminaires	McCotter		Stephen	Liberal	Libéral	19420	37.5	0	51789
35083	Perth--Wellington	Perth--Wellington	preliminary	préliminaires	Nater		John	Conservative	Conservateur	22255	43	0	51789
35083	Perth--Wellington	Perth--Wellington	preliminary	préliminaires	Rabidoux		Ethan	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7756	15	0	51789
35083	Perth--Wellington	Perth--Wellington	preliminary	préliminaires	Ramsdale		Nicole	Green Party	Parti Vert	1347	2.6	0	51789
35084	Peterborough--Kawartha	Peterborough--Kawartha	preliminary	préliminaires	Leckie		Toban	Forces et Démocratie - Allier les forces de nos régions	Forces et Démocratie - Allier les forces de nos régions	134	.2	0	67532
35084	Peterborough--Kawartha	Peterborough--Kawartha	preliminary	préliminaires	Mason		Doug	Green Party	Parti Vert	1847	2.7	0	67532
35084	Peterborough--Kawartha	Peterborough--Kawartha	preliminary	préliminaires	Monsef		Maryam	Liberal	Libéral	29091	43.1	0	67532
35084	Peterborough--Kawartha	Peterborough--Kawartha	preliminary	préliminaires	Nickle		Dave	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	12713	18.8	0	67532
35084	Peterborough--Kawartha	Peterborough--Kawartha	preliminary	préliminaires	Skinner		Michael	Conservative	Conservateur	23747	35.2	0	67532
35085	Pickering--Uxbridge	Pickering--Uxbridge	preliminary	préliminaires	Chisu		Corneliu	Conservative	Conservateur	22084	38.2	0	57860
35085	Pickering--Uxbridge	Pickering--Uxbridge	preliminary	préliminaires	Downward		Pamela	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5339	9.2	0	57860
35085	Pickering--Uxbridge	Pickering--Uxbridge	preliminary	préliminaires	Navarro		Anthony Jordan	Green Party	Parti Vert	1327	2.3	0	57860
35085	Pickering--Uxbridge	Pickering--Uxbridge	preliminary	préliminaires	O'Connell		Jennifer	Liberal	Libéral	29110	50.3	0	57860
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	preliminary	préliminaires	Clouthier		Hector	Independent	Indépendant	6359	11.1	0	57218
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	preliminary	préliminaires	Gallant		Cheryl	Conservative	Conservateur	26195	45.8	0	57218
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	preliminary	préliminaires	Klietsch		Stefan	Green Party	Parti Vert	1105	1.9	0	57218
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	preliminary	préliminaires	Lehoux		Jeff	Liberal	Libéral	18666	32.6	0	57218
35086	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	preliminary	préliminaires	McCarthy		Dan	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4893	8.6	0	57218
35087	Richmond Hill	Richmond Hill	preliminary	préliminaires	DeVita		Adam	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3950	8	0	49113
35087	Richmond Hill	Richmond Hill	preliminary	préliminaires	Jowhari		Majid	Liberal	Libéral	23032	46.9	0	49113
35087	Richmond Hill	Richmond Hill	preliminary	préliminaires	Parsa		Michael	Conservative	Conservateur	21275	43.3	0	49113
35087	Richmond Hill	Richmond Hill	preliminary	préliminaires	Veenema		Gwendolyn	Green Party	Parti Vert	856	1.7	0	49113
35088	Carleton	Carleton	preliminary	préliminaires	Coyne		Deborah	Green Party	Parti Vert	1932	3.3	0	59139
35088	Carleton	Carleton	preliminary	préliminaires	Larocque		Kc	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3632	6.1	0	59139
35088	Carleton	Carleton	preliminary	préliminaires	Poilievre		Pierre	Conservative	Conservateur	27762	46.9	0	59139
35088	Carleton	Carleton	preliminary	préliminaires	Rodgers		Chris	Liberal	Libéral	25813	43.6	0	59139
35089	St. Catharines	St. Catharines	preliminary	préliminaires	Bittle		Chris	Liberal	Libéral	24505	43.2	0	56784
35089	St. Catharines	St. Catharines	preliminary	préliminaires	Dykstra		Rick	Conservative	Conservateur	21357	37.6	0	56784
35089	St. Catharines	St. Catharines	preliminary	préliminaires	Erskine-Fournier		Susan	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9374	16.5	0	56784
35089	St. Catharines	St. Catharines	preliminary	préliminaires	Fannon		Jim	Green Party	Parti Vert	1465	2.6	0	56784
35089	St. Catharines	St. Catharines	preliminary	préliminaires	Waziruddin		Saleh	Communist	Communiste	83	.1	0	56784
35090	Toronto--St. Paul's	Toronto--St. Paul's	preliminary	préliminaires	Bennett		Carolyn	Liberal	Libéral	31482	55.2	0	57072
35090	Toronto--St. Paul's	Toronto--St. Paul's	preliminary	préliminaires	Farmer		Kevin	Green Party	Parti Vert	1829	3.2	0	57072
35090	Toronto--St. Paul's	Toronto--St. Paul's	preliminary	préliminaires	MacDougall		Marnie	Conservative	Conservateur	15375	26.9	0	57072
35090	Toronto--St. Paul's	Toronto--St. Paul's	preliminary	préliminaires	Richler		Noah	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8386	14.7	0	57072
35091	Sarnia--Lambton	Sarnia--Lambton	preliminary	préliminaires	Gladu		Marilyn	Conservative	Conservateur	22576	38.8	0	58133
35091	Sarnia--Lambton	Sarnia--Lambton	preliminary	préliminaires	McMichael		Jason Wayne	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	18098	31.1	0	58133
35091	Sarnia--Lambton	Sarnia--Lambton	preliminary	préliminaires	McPhail		Dave	Liberal	Libéral	15846	27.3	0	58133
35091	Sarnia--Lambton	Sarnia--Lambton	preliminary	préliminaires	Smith		Peter	Green Party	Parti Vert	1613	2.8	0	58133
35092	Sault Ste. Marie	Sault Ste. Marie	preliminary	préliminaires	Flannigan		Kara	Green Party	Parti Vert	934	2.1	0	43815
35092	Sault Ste. Marie	Sault Ste. Marie	preliminary	préliminaires	Hayes		Bryan	Conservative	Conservateur	13615	31.1	0	43815
35092	Sault Ste. Marie	Sault Ste. Marie	preliminary	préliminaires	Morrison		Skip	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9543	21.8	0	43815
35092	Sault Ste. Marie	Sault Ste. Marie	preliminary	préliminaires	Sheehan		Terry	Liberal	Libéral	19640	44.8	0	43815
35092	Sault Ste. Marie	Sault Ste. Marie	preliminary	préliminaires	Taffarel		Mike	Marxist-Leninist	Marxiste-Léniniste	83	.2	0	43815
35093	Scarborough--Agincourt	Scarborough--Agincourt	preliminary	préliminaires	Chan		Arnold	Liberal	Libéral	21597	51.9	0	41573
35093	Scarborough--Agincourt	Scarborough--Agincourt	preliminary	préliminaires	Chang		Bin	Conservative	Conservateur	15809	38	0	41573
35093	Scarborough--Agincourt	Scarborough--Agincourt	preliminary	préliminaires	Coutinho		Jude	Christian Heritage Party	Parti de l'Héritage Chrétien	334	.8	0	41573
35093	Scarborough--Agincourt	Scarborough--Agincourt	preliminary	préliminaires	Patrick		Laura	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	3263	7.8	0	41573
35093	Scarborough--Agincourt	Scarborough--Agincourt	preliminary	préliminaires	Scott		Debra	Green Party	Parti Vert	570	1.4	0	41573
35094	Scarborough Centre	Scarborough-Centre	preliminary	préliminaires	Androutsos		Katerina	Libertarian	Libertarien	1487	3.3	0	45022
35094	Scarborough Centre	Scarborough-Centre	preliminary	préliminaires	James		Roxanne	Conservative	Conservateur	14543	32.3	0	45022
35094	Scarborough Centre	Scarborough-Centre	preliminary	préliminaires	Thompson		Lindsay	Green Party	Parti Vert	1013	2.3	0	45022
35094	Scarborough Centre	Scarborough-Centre	preliminary	préliminaires	Wilson		Alex	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5226	11.6	0	45022
35094	Scarborough Centre	Scarborough-Centre	preliminary	préliminaires	Zahid		Salma	Liberal	Libéral	22753	50.5	0	45022
35095	Scarborough--Guildwood	Scarborough--Guildwood	preliminary	préliminaires	Casselman		Laura	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4720	11.3	0	41949
35095	Scarborough--Guildwood	Scarborough--Guildwood	preliminary	préliminaires	Clarke		Kevin	Independent	Indépendant	185	.4	0	41949
35095	Scarborough--Guildwood	Scarborough--Guildwood	preliminary	préliminaires	Coulbeck		Paul	Radical Marijuana	Radical Marijuana	142	.3	0	41949
35095	Scarborough--Guildwood	Scarborough--Guildwood	preliminary	préliminaires	Holding		Kathleen	Green Party	Parti Vert	606	1.4	0	41949
35095	Scarborough--Guildwood	Scarborough--Guildwood	preliminary	préliminaires	Konkel		Chuck	Conservative	Conservateur	11109	26.5	0	41949
35095	Scarborough--Guildwood	Scarborough--Guildwood	preliminary	préliminaires	McKay		John	Liberal	Libéral	25187	60	0	41949
35096	Scarborough North	Scarborough-Nord	preliminary	préliminaires	Chen		Shaun	Liberal	Libéral	18903	48.2	0	39187
35096	Scarborough North	Scarborough-Nord	preliminary	préliminaires	Khatoon		Aasia	Independent	Indépendant	156	.4	0	39187
35096	Scarborough North	Scarborough-Nord	preliminary	préliminaires	MacDonald		Eleni	Green Party	Parti Vert	579	1.5	0	39187
35096	Scarborough North	Scarborough-Nord	preliminary	préliminaires	Malhi		Ravinder	Conservative	Conservateur	10738	27.4	0	39187
35096	Scarborough North	Scarborough-Nord	preliminary	préliminaires	Rosch		Raphael	Independent	Indépendant	164	.4	0	39187
35096	Scarborough North	Scarborough-Nord	preliminary	préliminaires	Sitsabaiesan		Rathika	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8647	22.1	0	39187
35097	Scarborough--Rouge Park	Scarborough--Rouge Park	preliminary	préliminaires	Anandasangaree		Gary	Liberal	Libéral	29906	60.1	0	49754
35097	Scarborough--Rouge Park	Scarborough--Rouge Park	preliminary	préliminaires	Lewis		Leslyn	Conservative	Conservateur	13604	27.3	0	49754
35097	Scarborough--Rouge Park	Scarborough--Rouge Park	preliminary	préliminaires	Shanthikumar		KM	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5164	10.4	0	49754
35097	Scarborough--Rouge Park	Scarborough--Rouge Park	preliminary	préliminaires	Winter		Calvin	Green Party	Parti Vert	1080	2.2	0	49754
35098	Scarborough Southwest	Scarborough-Sud-Ouest	preliminary	préliminaires	Blair		Bill	Liberal	Libéral	25585	52.5	0	48767
35098	Scarborough Southwest	Scarborough-Sud-Ouest	preliminary	préliminaires	Harris		Dan	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	11547	23.7	0	48767
35098	Scarborough Southwest	Scarborough-Sud-Ouest	preliminary	préliminaires	Nallaratnam		Roshan	Conservative	Conservateur	10376	21.3	0	48767
35098	Scarborough Southwest	Scarborough-Sud-Ouest	preliminary	préliminaires	Taylor		Tommy	Green Party	Parti Vert	1259	2.6	0	48767
35099	Simcoe--Grey	Simcoe--Grey	preliminary	préliminaires	Fleming		JoAnne	Green Party	Parti Vert	2923	4.4	0	65693
35099	Simcoe--Grey	Simcoe--Grey	preliminary	préliminaires	Leitch		Kellie	Conservative	Conservateur	30602	46.6	0	65693
35099	Simcoe--Grey	Simcoe--Grey	preliminary	préliminaires	MacEachern		Mike	Liberal	Libéral	25308	38.5	0	65693
35099	Simcoe--Grey	Simcoe--Grey	preliminary	préliminaires	Matthews		David	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6332	9.6	0	65693
35099	Simcoe--Grey	Simcoe--Grey	preliminary	préliminaires	Noordegraaf		Len	Christian Heritage Party	Parti de l'Héritage Chrétien	528	.8	0	65693
35100	Simcoe North	Simcoe-Nord	preliminary	préliminaires	Banigan		Richard	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6030	10.6	0	57035
35100	Simcoe North	Simcoe-Nord	preliminary	préliminaires	Kearey-Moreland		Jacob	No Affiliation	Aucune appartenance	616	1.1	0	57035
35100	Simcoe North	Simcoe-Nord	preliminary	préliminaires	Riley		Liz	Liberal	Libéral	22714	39.8	0	57035
35100	Simcoe North	Simcoe-Nord	preliminary	préliminaires	Stanton		Bruce	Conservative	Conservateur	24810	43.5	0	57035
35100	Simcoe North	Simcoe-Nord	preliminary	préliminaires	Stubbins		Peter	Green Party	Parti Vert	2537	4.4	0	57035
35100	Simcoe North	Simcoe-Nord	preliminary	préliminaires	Whittaker		Scott	Christian Heritage Party	Parti de l'Héritage Chrétien	328	.6	0	57035
35101	Spadina--Fort York	Spadina--Fort York	preliminary	préliminaires	Chow		Olivia	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	14989	27.4	0	54706
35101	Spadina--Fort York	Spadina--Fort York	preliminary	préliminaires	Danley		Sharon	Green Party	Parti Vert	1143	2.1	0	54706
