These results were downloaded and refreshed on October   20, 2015 at 12:18 p.m. ET. / Ces résultats ont été téléchargés et rafraichis le 20 octobre 2015 à 12h18 HE.													
Electoral district number - Numéro de la circonscription	Electoral district name	Nom de la circonscription	Type of results*	Type de résultats**	Surname - Nom de famille	Middle name(s) - Autre(s) prénom(s)	Given name - Prénom	Political affiliation	Appartenance politique	Votes obtained - Votes obtenus	% Votes obtained - Votes obtenus %	Rejected ballots - Bulletins rejetés***	Total number of ballots cast - Nombre total de votes déposés
48026	Lethbridge	Lethbridge	preliminary	préliminaires	MacMillan		Kas	Green Party	Parti Vert	1461	2.6	0	56944
48026	Lethbridge	Lethbridge	preliminary	préliminaires	Meheden		Cheryl	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	11674	20.5	0	56944
48026	Lethbridge	Lethbridge	preliminary	préliminaires	Pyne		Mike	Liberal	Libéral	10532	18.5	0	56944
48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	preliminary	préliminaires	Allan		Glen	Liberal	Libéral	9086	18	0	50547
48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	preliminary	préliminaires	Hillyer		Jim	Conservative	Conservateur	34749	68.7	0	50547
48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	preliminary	préliminaires	Smith		Brent	Green Party	Parti Vert	1338	2.6	0	50547
48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	preliminary	préliminaires	Turner		John Clayton	Independent	Indépendant	500	1	0	50547
48027	Medicine Hat--Cardston--Warner	Medicine Hat--Cardston--Warner	preliminary	préliminaires	Weir		Erin	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4874	9.6	0	50547
48028	Peace River--Westlock	Peace River--Westlock	preliminary	préliminaires	Alexis		Cameron	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7130	14.4	0	49629
48028	Peace River--Westlock	Peace River--Westlock	preliminary	préliminaires	Brown		Chris	Liberal	Libéral	6452	13	0	49629
48028	Peace River--Westlock	Peace River--Westlock	preliminary	préliminaires	Levac		Sabrina Lee	Green Party	Parti Vert	1254	2.5	0	49629
48028	Peace River--Westlock	Peace River--Westlock	preliminary	préliminaires	Sergeew		Jeremy	Libertarian	Libertarien	455	.9	0	49629
48028	Peace River--Westlock	Peace River--Westlock	preliminary	préliminaires	Viersen		Arnold	Conservative	Conservateur	34338	69.2	0	49629
48029	Red Deer--Mountain View	Red Deer--Mountain View	preliminary	préliminaires	Dreeshen		Earl	Conservative	Conservateur	46244	74.3	0	62210
48029	Red Deer--Mountain View	Red Deer--Mountain View	preliminary	préliminaires	Harris		Paul	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	5233	8.4	0	62210
48029	Red Deer--Mountain View	Red Deer--Mountain View	preliminary	préliminaires	Kastern		Chandra Lescia	Liberal	Libéral	8356	13.4	0	62210
48029	Red Deer--Mountain View	Red Deer--Mountain View	preliminary	préliminaires	Milne		Scott	Pirate	Pirate	312	.5	0	62210
48029	Red Deer--Mountain View	Red Deer--Mountain View	preliminary	préliminaires	Oleny		Simon	Green Party	Parti Vert	1620	2.6	0	62210
48029	Red Deer--Mountain View	Red Deer--Mountain View	preliminary	préliminaires	Walper		James	Libertarian	Libertarien	445	.7	0	62210
48030	Red Deer--Lacombe	Red Deer--Lacombe	preliminary	préliminaires	Calkins		Blaine	Conservative	Conservateur	43599	70.4	0	61972
48030	Red Deer--Lacombe	Red Deer--Lacombe	preliminary	préliminaires	Hart		Doug	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7055	11.4	0	61972
48030	Red Deer--Lacombe	Red Deer--Lacombe	preliminary	préliminaires	Kuzyk		Les	Green Party	Parti Vert	1773	2.9	0	61972
48030	Red Deer--Lacombe	Red Deer--Lacombe	preliminary	préliminaires	Rock		Jeff	Liberal	Libéral	9545	15.4	0	61972
48031	St. Albert--Edmonton	St. Albert--Edmonton	preliminary	préliminaires	Cooper		Michael	Conservative	Conservateur	26769	45.2	0	59266
48031	St. Albert--Edmonton	St. Albert--Edmonton	preliminary	préliminaires	Ghettuba		Beatrice	Liberal	Libéral	13380	22.6	0	59266
48031	St. Albert--Edmonton	St. Albert--Edmonton	preliminary	préliminaires	Malayko		Darlene	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6622	11.2	0	59266
48031	St. Albert--Edmonton	St. Albert--Edmonton	preliminary	préliminaires	Oldham		Andrea	Green Party	Parti Vert	833	1.4	0	59266
48031	St. Albert--Edmonton	St. Albert--Edmonton	preliminary	préliminaires	Rathgeber		Brent	Independent	Indépendant	11662	19.7	0	59266
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	preliminary	préliminaires	Burry		Stephen C.	Libertarian	Libertarien	677	1	0	66557
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	preliminary	préliminaires	Cave		Joanne	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6540	9.8	0	66557
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	preliminary	préliminaires	Ford		James	Independent	Indépendant	1563	2.3	0	66557
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	preliminary	préliminaires	Frank		Rod	Liberal	Libéral	13578	20.4	0	66557
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	preliminary	préliminaires	Genuis		Garnett	Conservative	Conservateur	42551	63.9	0	66557
48032	Sherwood Park--Fort Saskatchewan	Sherwood Park--Fort Saskatchewan	preliminary	préliminaires	Harrop		Brandie	Green Party	Parti Vert	1648	2.5	0	66557
48033	Sturgeon River--Parkland	Sturgeon River--Parkland	preliminary	préliminaires	Ambrose		Rona	Conservative	Conservateur	42977	70.2	0	61206
48033	Sturgeon River--Parkland	Sturgeon River--Parkland	preliminary	préliminaires	Chauvet		Ernest	Christian Heritage Party	Parti de l'Héritage Chrétien	715	1.2	0	61206
48033	Sturgeon River--Parkland	Sturgeon River--Parkland	preliminary	préliminaires	Desforges		Guy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6092	10	0	61206
48033	Sturgeon River--Parkland	Sturgeon River--Parkland	preliminary	préliminaires	Dueck		Travis	Liberal	Libéral	9571	15.6	0	61206
48033	Sturgeon River--Parkland	Sturgeon River--Parkland	preliminary	préliminaires	Greene		Brendon	Green Party	Parti Vert	1851	3	0	61206
48034	Yellowhead	Yellowhead	preliminary	préliminaires	Eglinski		Jim	Conservative	Conservateur	37850	72.2	0	52439
48034	Yellowhead	Yellowhead	preliminary	préliminaires	Kuzminski		Ken	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4753	9.1	0	52439
48034	Yellowhead	Yellowhead	preliminary	préliminaires	Lystang		Cory	Libertarian	Libertarien	827	1.6	0	52439
48034	Yellowhead	Yellowhead	preliminary	préliminaires	Maguhn		Ryan	Liberal	Libéral	7467	14.2	0	52439
48034	Yellowhead	Yellowhead	preliminary	préliminaires	Wolf Lange		Sandra	Green Party	Parti Vert	1542	2.9	0	52439
59001	Abbotsford	Abbotsford	preliminary	préliminaires	Fast		Ed	Conservative	Conservateur	23129	48.2	0	48010
59001	Abbotsford	Abbotsford	preliminary	préliminaires	Fowler		Stephen	Green Party	Parti Vert	2416	5	0	48010
59001	Abbotsford	Abbotsford	preliminary	préliminaires	MacKay		David	Marxist-Leninist	Marxiste-Léniniste	109	.2	0	48010
59001	Abbotsford	Abbotsford	preliminary	préliminaires	Martel		Jen	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	6583	13.7	0	48010
59001	Abbotsford	Abbotsford	preliminary	préliminaires	Njenga		Peter	Liberal	Libéral	15773	32.9	0	48010
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	preliminary	préliminaires	Baird Ellan		Carol	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	15225	29.4	0	51840
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	preliminary	préliminaires	Beech		Terry	Liberal	Libéral	18742	36.2	0	51840
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	preliminary	préliminaires	Chang		Helen Hee Soon	Independent	Indépendant	206	.4	0	51840
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	preliminary	préliminaires	Jantzen		Brent	Communist	Communiste	129	.2	0	51840
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	preliminary	préliminaires	Little		Mike	Conservative	Conservateur	14558	28.1	0	51840
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	preliminary	préliminaires	Quarmby		Lynne	Green Party	Parti Vert	2695	5.2	0	51840
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	preliminary	préliminaires	Sproule		Brian	Marxist-Leninist	Marxiste-Léniniste	39	.1	0	51840
59002	Burnaby North--Seymour	Burnaby-Nord--Seymour	preliminary	préliminaires	Tylor		Chris	Libertarian	Libertarien	246	.5	0	51840
59003	Burnaby South	Burnaby-Sud	preliminary	préliminaires	Jaluague		Liz	Libertarian	Libertarien	498	1.1	0	45886
59003	Burnaby South	Burnaby-Sud	preliminary	préliminaires	Pankratz		Adam	Liberal	Libéral	15547	33.9	0	45886
59003	Burnaby South	Burnaby-Sud	preliminary	préliminaires	Seear		Grace	Conservative	Conservateur	12441	27.1	0	45886
59003	Burnaby South	Burnaby-Sud	preliminary	préliminaires	Stewart		Kennedy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	16094	35.1	0	45886
59003	Burnaby South	Burnaby-Sud	preliminary	préliminaires	Tessari		Wyatt	Green Party	Parti Vert	1306	2.8	0	45886
59004	Cariboo--Prince George	Cariboo--Prince George	preliminary	préliminaires	Calogheros		Tracy	Liberal	Libéral	16822	31.6	0	53271
59004	Cariboo--Prince George	Cariboo--Prince George	preliminary	préliminaires	Campbell		Gordon	No Affiliation	Aucune appartenance	399	.7	0	53271
59004	Cariboo--Prince George	Cariboo--Prince George	preliminary	préliminaires	Clare		Sheldon	Independent	Indépendant	656	1.2	0	53271
59004	Cariboo--Prince George	Cariboo--Prince George	preliminary	préliminaires	De Kroon		Adam	Christian Heritage Party	Parti de l'Héritage Chrétien	325	.6	0	53271
59004	Cariboo--Prince George	Cariboo--Prince George	preliminary	préliminaires	Derrick		Trent	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	13806	25.9	0	53271
59004	Cariboo--Prince George	Cariboo--Prince George	preliminary	préliminaires	Doherty		Todd	Conservative	Conservateur	19418	36.5	0	53271
59004	Cariboo--Prince George	Cariboo--Prince George	preliminary	préliminaires	Jaques		Richard Edward	Green Party	Parti Vert	1845	3.5	0	53271
59005	Central Okanagan--Similkameen--Nicola	Central Okanagan--Similkameen--Nicola	preliminary	préliminaires	Albas		Dan	Conservative	Conservateur	24425	39.5	0	61820
59005	Central Okanagan--Similkameen--Nicola	Central Okanagan--Similkameen--Nicola	preliminary	préliminaires	Mellalieu		Robert	Green Party	Parti Vert	2428	3.9	0	61820
59005	Central Okanagan--Similkameen--Nicola	Central Okanagan--Similkameen--Nicola	preliminary	préliminaires	Scott		Karley	Liberal	Libéral	23028	37.3	0	61820
59005	Central Okanagan--Similkameen--Nicola	Central Okanagan--Similkameen--Nicola	preliminary	préliminaires	Wood		Angelique	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	11939	19.3	0	61820
59006	Chilliwack--Hope	Chilliwack--Hope	preliminary	préliminaires	Cheney		Thomas	Green Party	Parti Vert	2386	4.7	0	50312
59006	Chilliwack--Hope	Chilliwack--Hope	preliminary	préliminaires	De Jaeger		Louis	Liberal	Libéral	16965	33.7	0	50312
59006	Chilliwack--Hope	Chilliwack--Hope	preliminary	préliminaires	Johnson		Alexander	Libertarian	Libertarien	416	.8	0	50312
59006	Chilliwack--Hope	Chilliwack--Hope	preliminary	préliminaires	MacPherson		Seonaigh	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9148	18.2	0	50312
59006	Chilliwack--Hope	Chilliwack--Hope	preliminary	préliminaires	O'Donnell		Dorothy-Jean	Marxist-Leninist	Marxiste-Léniniste	82	.2	0	50312
59006	Chilliwack--Hope	Chilliwack--Hope	preliminary	préliminaires	Strahl		Mark	Conservative	Conservateur	21315	42.4	0	50312
59007	Cloverdale--Langley City	Cloverdale--Langley City	preliminary	préliminaires	Aldag		John	Liberal	Libéral	24599	45.5	0	54087
59007	Cloverdale--Langley City	Cloverdale--Langley City	preliminary	préliminaires	Anderson		Scott	Green Party	Parti Vert	2246	4.2	0	54087
59007	Cloverdale--Langley City	Cloverdale--Langley City	preliminary	préliminaires	Drysdale		Dean	Conservative	Conservateur	18816	34.8	0	54087
59007	Cloverdale--Langley City	Cloverdale--Langley City	preliminary	préliminaires	Smith		Rebecca	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8426	15.6	0	54087
59008	Coquitlam--Port Coquitlam	Coquitlam--Port Coquitlam	preliminary	préliminaires	Dahlby		Lewis Clarke	Libertarian	Libertarien	1014	1.8	0	56616
59008	Coquitlam--Port Coquitlam	Coquitlam--Port Coquitlam	preliminary	préliminaires	Horne		Douglas	Conservative	Conservateur	18083	31.9	0	56616
59008	Coquitlam--Port Coquitlam	Coquitlam--Port Coquitlam	preliminary	préliminaires	McKinnon		Ron	Liberal	Libéral	19869	35.1	0	56616
59008	Coquitlam--Port Coquitlam	Coquitlam--Port Coquitlam	preliminary	préliminaires	Nickason		Brad	Green Party	Parti Vert	2187	3.9	0	56616
59008	Coquitlam--Port Coquitlam	Coquitlam--Port Coquitlam	preliminary	préliminaires	Norman		Sara	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	15463	27.3	0	56616
59009	Courtenay--Alberni	Courtenay--Alberni	preliminary	préliminaires	Biley		Barbara	Marxist-Leninist	Marxiste-Léniniste	137	.2	0	69719
59009	Courtenay--Alberni	Courtenay--Alberni	preliminary	préliminaires	Duncan		John	Conservative	Conservateur	19631	28.2	0	69719
59009	Courtenay--Alberni	Courtenay--Alberni	preliminary	préliminaires	Johns		Gord	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	26595	38.1	0	69719
59009	Courtenay--Alberni	Courtenay--Alberni	preliminary	préliminaires	Powell-Davidson		Carrie	Liberal	Libéral	15166	21.8	0	69719
59009	Courtenay--Alberni	Courtenay--Alberni	preliminary	préliminaires	Sollitt		Glenn	Green Party	Parti Vert	8190	11.7	0	69719
59010	Cowichan--Malahat--Langford	Cowichan--Malahat--Langford	preliminary	préliminaires	Barker		Martin	Conservative	Conservateur	13633	23.1	0	59015
59010	Cowichan--Malahat--Langford	Cowichan--Malahat--Langford	preliminary	préliminaires	Haythornthwaite		Alastair	Marxist-Leninist	Marxiste-Léniniste	263	.4	0	59015
59010	Cowichan--Malahat--Langford	Cowichan--Malahat--Langford	preliminary	préliminaires	Hunt-Jinnouchi		Fran	Green Party	Parti Vert	10023	17	0	59015
59010	Cowichan--Malahat--Langford	Cowichan--Malahat--Langford	preliminary	préliminaires	Krayenhoff		Luke	Liberal	Libéral	14068	23.8	0	59015
59010	Cowichan--Malahat--Langford	Cowichan--Malahat--Langford	preliminary	préliminaires	MacGregor		Alistair	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	21028	35.6	0	59015
59011	Delta	Delta	preliminary	préliminaires	Devellano		Anthony Edward	Green Party	Parti Vert	1764	3.2	0	55783
59011	Delta	Delta	preliminary	préliminaires	Findlay		Kerry-Lynne	Conservative	Conservateur	18233	32.7	0	55783
59011	Delta	Delta	preliminary	préliminaires	Leveque		Jeremy	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	8306	14.9	0	55783
59011	Delta	Delta	preliminary	préliminaires	Qualtrough		Carla	Liberal	Libéral	27480	49.3	0	55783
59012	Fleetwood--Port Kells	Fleetwood--Port Kells	preliminary	préliminaires	Begg		Garry	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	10461	21.5	0	48730
59012	Fleetwood--Port Kells	Fleetwood--Port Kells	preliminary	préliminaires	Grewal		Nina	Conservative	Conservateur	14273	29.3	0	48730
59012	Fleetwood--Port Kells	Fleetwood--Port Kells	preliminary	préliminaires	Hardie		Ken	Liberal	Libéral	22841	46.9	0	48730
59012	Fleetwood--Port Kells	Fleetwood--Port Kells	preliminary	préliminaires	Hosein		Richard	Green Party	Parti Vert	1155	2.4	0	48730
59013	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	preliminary	préliminaires	Greenwood		Matthew	Green Party	Parti Vert	2493	3.6	0	69534
59013	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	preliminary	préliminaires	McLeod		Cathy	Conservative	Conservateur	24444	35.2	0	69534
59013	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	preliminary	préliminaires	Powrie		Steve	Liberal	Libéral	21197	30.5	0	69534
59013	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	preliminary	préliminaires	Sundhu		Bill	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	21400	30.8	0	69534
59014	Kelowna--Lake Country	Kelowna--Lake Country	preliminary	préliminaires	Bowman		Norah Mary	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9044	14.1	0	64170
59014	Kelowna--Lake Country	Kelowna--Lake Country	preliminary	préliminaires	Cannan		Ron	Conservative	Conservateur	25512	39.8	0	64170
59014	Kelowna--Lake Country	Kelowna--Lake Country	preliminary	préliminaires	Fuhr		Stephen	Liberal	Libéral	29614	46.1	0	64170
59015	Kootenay--Columbia	Kootenay--Columbia	preliminary	préliminaires	Green		Bill	Green Party	Parti Vert	4115	6.5	0	63203
59015	Kootenay--Columbia	Kootenay--Columbia	preliminary	préliminaires	Johnston		Don	Liberal	Libéral	12315	19.5	0	63203
59015	Kootenay--Columbia	Kootenay--Columbia	preliminary	préliminaires	Stetski		Wayne	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	23529	37.2	0	63203
59015	Kootenay--Columbia	Kootenay--Columbia	preliminary	préliminaires	Wilks		David	Conservative	Conservateur	23244	36.8	0	63203
59016	Langley--Aldergrove	Langley--Aldergrove	preliminary	préliminaires	Dhillon		Simmi Saminder Kaur	Green Party	Parti Vert	2624	4.4	0	60096
59016	Langley--Aldergrove	Langley--Aldergrove	preliminary	préliminaires	Jensen		Leon	Liberal	Libéral	21905	36.5	0	60096
59016	Langley--Aldergrove	Langley--Aldergrove	preliminary	préliminaires	Sangster		Margot	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7664	12.8	0	60096
59016	Langley--Aldergrove	Langley--Aldergrove	preliminary	préliminaires	Southern		Lauren	Libertarian	Libertarien	560	.9	0	60096
59016	Langley--Aldergrove	Langley--Aldergrove	preliminary	préliminaires	Warawa		Mark	Conservative	Conservateur	27343	45.5	0	60096
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	preliminary	préliminaires	Adamson		Dennis	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	9167	20.6	0	44576
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	preliminary	préliminaires	Green		Arthur Alexander	Green Party	Parti Vert	2288	5.1	0	44576
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	preliminary	préliminaires	Scott		Wyatt	Independent	Indépendant	911	2	0	44576
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	preliminary	préliminaires	Sidhu		Jati	Liberal	Libéral	16606	37.3	0	44576
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	preliminary	préliminaires	Vis		Brad	Conservative	Conservateur	15547	34.9	0	44576
59017	Mission--Matsqui--Fraser Canyon	Mission--Matsqui--Fraser Canyon	preliminary	préliminaires	Wismer		Elaine	Marxist-Leninist	Marxiste-Léniniste	57	.1	0	44576
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	preliminary	préliminaires	East		Jack	Marxist-Leninist	Marxiste-Léniniste	119	.2	0	66826
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	preliminary	préliminaires	MacDonald		Mark Allen	Conservative	Conservateur	15602	23.3	0	66826
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	preliminary	préliminaires	Malcolmson		Sheila	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	22106	33.1	0	66826
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	preliminary	préliminaires	Manly		Paul	Green Party	Parti Vert	13163	19.7	0	66826
59018	Nanaimo--Ladysmith	Nanaimo--Ladysmith	preliminary	préliminaires	Tessier		Tim	Liberal	Libéral	15836	23.7	0	66826
59019	New Westminster--Burnaby	New Westminster--Burnaby	preliminary	préliminaires	Brocki		Rex	Libertarian	Libertarien	1388	2.6	0	52720
59019	New Westminster--Burnaby	New Westminster--Burnaby	preliminary	préliminaires	Ellis		Chloé	Conservative	Conservateur	10463	19.8	0	52720
59019	New Westminster--Burnaby	New Westminster--Burnaby	preliminary	préliminaires	Julian		Peter	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	22935	43.5	0	52720
